order_id,date_commande,pays,ville,canal_vente,segment_client,categorie_produit,produit,quantite,prix_unitaire_fcfa,remise_pourcentage,chiffre_affaires_fcfa,cout_fcfa,profit_fcfa,methode_paiement,campagne_marketing,satisfaction_client
CMD-102857,2024-04-24,Guinée équatoriale,Malabo,Facebook,Grande entreprise,Alimentation,Huile 5L,8,10920,5,82992,62506,20486,Carte bancaire,Black Friday,4.2
CMD-102858,2025-02-19,Tchad,Sarh,Revendeur,Grande entreprise,Téléphones,Tecno Spark 20,13,96217,10,1125739,677127,448612,Carte bancaire,Campagne Facebook Ads,4.3
CMD-102859,2024-07-15,Guinée équatoriale,Bata,WhatsApp Business,PME,Alimentation,Lait en poudre,9,5884,15,45013,35921,9092,Virement bancaire,Campagne Facebook Ads,3.4
CMD-102860,2026-03-30,RCA,Bangui,Revendeur,Particulier,Téléphones,iPhone 13,10,498584,0,4985840,3718819,1267021,Carte bancaire,Fête de fin d'année,4.2
CMD-102861,2023-01-07,Cameroun,Garoua,Facebook,Particulier,Mode,Chaussures Nike,6,49594,5,282686,230535,52151,Espèces,Aucune campagne,4.0
CMD-102862,2025-05-02,Gabon,Franceville,Instagram,Particulier,Alimentation,Lait en poudre,4,7121,5,27060,17643,9417,Mobile Money,Black Friday,4.4
CMD-102863,2025-01-05,Tchad,N'Djamena,WhatsApp Business,Particulier,Informatique,Imprimante Canon,2,126326,0,252652,176644,76008,Espèces,Aucune campagne,3.6
CMD-102864,2024-11-01,Gabon,Port-Gentil,Facebook,PME,Téléphones,Tecno Spark 20,14,94479,0,1322706,980330,342376,Mobile Money,Aucune campagne,4.2
CMD-102865,2025-04-21,RDC,Lubumbashi,Facebook,Particulier,Informatique,HP EliteBook,15,413027,0,6195405,3450813,2744592,Carte bancaire,Campagne Facebook Ads,4.0
CMD-102866,2024-11-17,Guinée équatoriale,Bata,Facebook,Particulier,Électroménager,Ventilateur Binatone,13,27688,10,323950,179031,144919,Virement bancaire,Black Friday,4.5
CMD-102867,2025-10-25,RDC,Lubumbashi,Instagram,Particulier,Électroménager,Mixeur Moulinex,5,32675,15,138869,94632,44237,Carte bancaire,Campagne Facebook Ads,4.6
CMD-102868,2025-12-13,RCA,Bangui,Revendeur,Grande entreprise,Électroménager,Réfrigérateur LG,3,432175,5,1231699,698428,533271,Carte bancaire,Fête de fin d'année,4.6
CMD-102869,2023-11-27,Guinée équatoriale,Bata,Facebook,Grande entreprise,Mode,Chemise homme,15,16825,0,252375,143617,108758,Virement bancaire,Black Friday,3.9
CMD-102870,2023-08-04,Guinée équatoriale,Bata,Site web,Grande entreprise,Électroménager,Réfrigérateur LG,2,410110,0,820220,503962,316258,Virement bancaire,Black Friday,4.8
CMD-102871,2023-02-23,Cameroun,Douala,Site web,Particulier,Mode,Chemise homme,13,20569,0,267397,195681,71716,Mobile Money,Black Friday,3.1
CMD-102872,2023-09-22,RCA,Berbérati,WhatsApp Business,PME,Informatique,Imprimante Canon,12,110780,0,1329360,1060533,268827,Mobile Money,Soldes Ramadan,3.1
CMD-102873,2025-05-15,Gabon,Libreville,Revendeur,Grande entreprise,Alimentation,Riz 25kg,8,21873,10,157486,97748,59738,Virement bancaire,Aucune campagne,3.1
CMD-102874,2023-01-23,RDC,Lubumbashi,WhatsApp Business,Particulier,Électroménager,Réfrigérateur LG,5,437626,10,1969317,1337415,631902,Espèces,Black Friday,3.4
CMD-102875,2023-08-02,RCA,Berbérati,Facebook,Particulier,Mode,Chemise homme,4,19459,0,77836,49228,28608,Mobile Money,Campagne Facebook Ads,3.1
CMD-102876,2023-09-07,Congo,Dolisie,Facebook,PME,Mode,Chaussures Nike,2,49664,0,99328,57594,41734,Virement bancaire,Aucune campagne,3.5
CMD-102877,2023-09-19,Gabon,Libreville,Site web,PME,Téléphones,Redmi Note 13,13,160152,0,2081976,1529941,552035,Virement bancaire,Campagne Facebook Ads,4.4
CMD-102878,2026-02-19,Guinée équatoriale,Bata,Site web,PME,Électroménager,Réfrigérateur LG,8,417666,0,3341328,2478960,862368,Virement bancaire,Promo WhatsApp,4.9
CMD-102879,2023-06-06,RDC,Matadi,WhatsApp Business,Grande entreprise,Mode,Chemise homme,14,16486,10,207724,141190,66534,Mobile Money,Aucune campagne,3.3
CMD-102880,2025-11-03,Tchad,N'Djamena,Boutique physique,PME,Alimentation,Lait en poudre,11,6883,0,75713,42495,33218,Espèces,Promo rentrée,4.0
CMD-102881,2023-06-23,Tchad,Moundou,Instagram,Grande entreprise,Informatique,Imprimante Canon,12,123038,10,1328811,1020914,307897,Carte bancaire,Fête de fin d'année,4.3
CMD-102882,2023-08-08,Congo,Pointe-Noire,Instagram,PME,Mode,Montre connectée,13,46940,15,518687,290886,227801,Espèces,Aucune campagne,3.7
CMD-102883,2025-01-10,Cameroun,Douala,Facebook,Grande entreprise,Alimentation,Boisson gazeuse,4,3728,15,12676,7451,5225,Carte bancaire,Campagne Facebook Ads,4.8
CMD-102884,2025-04-20,Cameroun,Yaoundé,Facebook,PME,Mode,Chaussures Nike,11,57248,0,629728,351637,278091,Virement bancaire,Promo rentrée,3.5
CMD-102885,2024-07-25,Cameroun,Douala,Revendeur,PME,Mode,Chaussures Nike,13,54382,5,671618,470743,200875,Espèces,Soldes Ramadan,3.4
CMD-102886,2023-03-15,RCA,Berbérati,Site web,Grande entreprise,Informatique,Dell Latitude,11,411559,0,4527149,3635218,891931,Virement bancaire,Promo WhatsApp,3.9
CMD-102887,2023-10-14,RDC,Lubumbashi,Boutique physique,PME,Électroménager,Réfrigérateur LG,13,475123,15,5250110,2942417,2307693,Mobile Money,Campagne Facebook Ads,4.4
CMD-102888,2025-06-27,Guinée équatoriale,Bata,Instagram,Grande entreprise,Mode,Chaussures Nike,2,60256,0,120512,79379,41133,Mobile Money,Fête de fin d'année,3.7
CMD-102889,2024-07-13,Congo,Pointe-Noire,Instagram,Particulier,Informatique,Clé USB 64GB,7,9187,10,57879,38372,19507,Espèces,Fête de fin d'année,3.3
CMD-102890,2023-02-02,Guinée équatoriale,Bata,Site web,PME,Téléphones,iPhone 13,10,539319,5,5123531,2931604,2191927,Virement bancaire,Campagne Facebook Ads,5.0
CMD-102891,2024-08-24,Congo,Brazzaville,Boutique physique,PME,Électroménager,Mixeur Moulinex,6,35553,0,213318,157235,56083,Carte bancaire,Black Friday,3.4
CMD-102892,2023-05-03,Gabon,Port-Gentil,Revendeur,Particulier,Mode,Montre connectée,11,53905,10,533660,410409,123251,Espèces,Campagne Facebook Ads,4.5
CMD-102893,2026-04-23,Cameroun,Douala,Facebook,PME,Mode,Montre connectée,10,50337,15,427865,293111,134754,Carte bancaire,Fête de fin d'année,4.1
CMD-102894,2023-07-10,RDC,Kinshasa,Facebook,Particulier,Informatique,HP EliteBook,2,430263,15,731448,440145,291303,Carte bancaire,Black Friday,4.0
CMD-102895,2023-12-07,Congo,Dolisie,Site web,Particulier,Informatique,Clé USB 64GB,14,8936,10,112594,85856,26738,Virement bancaire,Promo rentrée,3.9
CMD-102896,2023-11-13,Congo,Brazzaville,Instagram,Grande entreprise,Informatique,Dell Latitude,15,457687,0,6865305,4142585,2722720,Virement bancaire,Fête de fin d'année,3.7
CMD-102897,2024-02-25,Congo,Dolisie,Facebook,PME,Électroménager,Ventilateur Binatone,3,27406,15,69886,51112,18774,Mobile Money,Soldes Ramadan,3.2
CMD-102898,2023-07-29,Congo,Pointe-Noire,Instagram,Grande entreprise,Alimentation,Riz 25kg,11,22425,5,234342,129620,104722,Carte bancaire,Promo rentrée,3.5
CMD-102899,2023-12-02,Guinée équatoriale,Malabo,Instagram,PME,Informatique,Dell Latitude,3,385915,15,984084,623425,360659,Carte bancaire,Soldes Ramadan,4.3
CMD-102900,2025-04-18,Guinée équatoriale,Bata,Revendeur,PME,Électroménager,Télévision Hisense 43,11,214825,5,2244922,1307393,937529,Espèces,Fête de fin d'année,3.2
CMD-102901,2025-06-17,RCA,Bangui,Facebook,Grande entreprise,Mode,Chaussures Nike,9,53284,0,479556,304488,175068,Carte bancaire,Promo WhatsApp,4.5
CMD-102902,2026-04-03,Tchad,N'Djamena,Revendeur,PME,Alimentation,Boisson gazeuse,1,3617,0,3617,2820,797,Mobile Money,Black Friday,4.6
CMD-102903,2024-12-13,Guinée équatoriale,Malabo,Revendeur,Particulier,Électroménager,Mixeur Moulinex,6,36357,10,196328,120171,76157,Espèces,Soldes Ramadan,4.0
CMD-102904,2025-10-15,Cameroun,Douala,Site web,Particulier,Informatique,HP EliteBook,15,418557,0,6278355,3530345,2748010,Virement bancaire,Campagne Facebook Ads,4.4
CMD-102905,2025-08-27,Cameroun,Garoua,Instagram,PME,Informatique,Imprimante Canon,15,111945,0,1679175,1050718,628457,Espèces,Campagne Facebook Ads,4.0
CMD-102906,2024-08-01,Gabon,Franceville,Boutique physique,PME,Mode,Chemise homme,13,18842,0,244946,154965,89981,Mobile Money,Promo WhatsApp,4.6
CMD-102907,2025-07-25,Tchad,Sarh,Facebook,Particulier,Alimentation,Huile 5L,7,9256,5,61553,35946,25607,Virement bancaire,Promo WhatsApp,3.7
CMD-102908,2025-02-16,Tchad,N'Djamena,Boutique physique,Particulier,Alimentation,Boisson gazeuse,15,3720,0,55800,40531,15269,Mobile Money,Promo rentrée,3.0
CMD-102909,2024-12-26,Guinée équatoriale,Bata,Site web,PME,Téléphones,Redmi Note 13,3,156089,0,468267,359934,108333,Mobile Money,Promo rentrée,4.5
CMD-102910,2023-03-05,Guinée équatoriale,Bata,WhatsApp Business,PME,Téléphones,Tecno Spark 20,3,94401,15,240723,148833,91890,Carte bancaire,Fête de fin d'année,3.9
CMD-102911,2024-03-21,RCA,Bangui,Boutique physique,Grande entreprise,Mode,Chemise homme,4,16759,5,63685,48333,15352,Carte bancaire,Soldes Ramadan,3.3
CMD-102912,2025-01-02,RCA,Berbérati,WhatsApp Business,PME,Électroménager,Télévision Hisense 43,5,260925,5,1239394,867995,371399,Mobile Money,Campagne Facebook Ads,3.3
CMD-102913,2024-09-19,Guinée équatoriale,Bata,Revendeur,PME,Alimentation,Boisson gazeuse,10,3512,0,35120,22503,12617,Espèces,Campagne Facebook Ads,4.2
CMD-102914,2024-08-12,RDC,Kinshasa,Revendeur,Particulier,Électroménager,Ventilateur Binatone,12,26551,0,318612,217648,100964,Virement bancaire,Soldes Ramadan,4.4
CMD-102915,2024-03-03,Congo,Brazzaville,Revendeur,Particulier,Électroménager,Mixeur Moulinex,15,37474,0,562110,333656,228454,Virement bancaire,Promo WhatsApp,3.8
CMD-102916,2023-03-24,Congo,Nkayi,Instagram,PME,Mode,Chemise homme,12,16336,15,166628,104097,62531,Espèces,Promo rentrée,3.6
CMD-102917,2024-12-18,Congo,Brazzaville,WhatsApp Business,Grande entreprise,Alimentation,Lait en poudre,4,6670,0,26680,21624,5056,Carte bancaire,Aucune campagne,3.0
CMD-102918,2026-04-18,RCA,Bangui,Site web,Grande entreprise,Téléphones,Redmi Note 13,13,148744,15,1643622,1186426,457196,Carte bancaire,Promo WhatsApp,3.7
CMD-102919,2024-10-13,Guinée équatoriale,Bata,WhatsApp Business,Particulier,Mode,Montre connectée,13,46474,0,604162,434233,169929,Virement bancaire,Black Friday,4.4
CMD-102920,2023-06-13,RCA,Bangui,Facebook,Particulier,Mode,Sac à main,10,32145,15,273233,192953,80280,Mobile Money,Promo rentrée,4.6
CMD-102921,2024-05-29,Cameroun,Bafoussam,Revendeur,Grande entreprise,Téléphones,Redmi Note 13,8,152480,0,1219840,755708,464132,Virement bancaire,Aucune campagne,4.9
CMD-102922,2025-09-02,RCA,Berbérati,Boutique physique,PME,Informatique,Dell Latitude,14,430155,0,6022170,4779814,1242356,Carte bancaire,Promo rentrée,3.5
CMD-102923,2026-03-09,Tchad,Sarh,Boutique physique,PME,Alimentation,Huile 5L,2,9870,0,19740,11018,8722,Carte bancaire,Campagne Facebook Ads,5.0
CMD-102924,2024-01-30,Cameroun,Bafoussam,Facebook,Particulier,Mode,Sac à main,2,36659,10,65987,44779,21208,Espèces,Aucune campagne,4.8
CMD-102925,2023-02-24,Gabon,Libreville,Instagram,Grande entreprise,Électroménager,Ventilateur Binatone,11,31587,0,347457,248002,99455,Mobile Money,Promo rentrée,4.1
CMD-102926,2023-06-24,Tchad,N'Djamena,Boutique physique,Grande entreprise,Mode,Sac à main,3,29020,15,74001,53253,20748,Espèces,Fête de fin d'année,4.7
CMD-102927,2024-03-05,Cameroun,Yaoundé,Facebook,Grande entreprise,Alimentation,Boisson gazeuse,10,3511,0,35110,20556,14554,Virement bancaire,Fête de fin d'année,3.2
CMD-102928,2023-01-29,Congo,Nkayi,Site web,Grande entreprise,Informatique,Clé USB 64GB,13,9497,0,123461,73482,49979,Mobile Money,Campagne Facebook Ads,4.6
CMD-102929,2024-07-26,RDC,Kinshasa,WhatsApp Business,Particulier,Alimentation,Boisson gazeuse,2,3556,0,7112,4236,2876,Mobile Money,Promo WhatsApp,3.2
CMD-102930,2025-09-19,Tchad,Sarh,Revendeur,Grande entreprise,Alimentation,Lait en poudre,8,6905,10,49716,36749,12967,Espèces,Promo rentrée,3.6
CMD-102931,2025-06-15,Tchad,Moundou,WhatsApp Business,PME,Alimentation,Riz 25kg,5,23611,0,118055,84648,33407,Virement bancaire,Aucune campagne,3.4
CMD-102932,2023-08-02,Gabon,Franceville,Boutique physique,PME,Mode,Sac à main,8,30223,5,229695,185586,44109,Carte bancaire,Promo rentrée,4.1
CMD-102933,2024-06-14,Gabon,Libreville,WhatsApp Business,Particulier,Alimentation,Boisson gazeuse,13,3729,0,48477,35588,12889,Virement bancaire,Promo WhatsApp,4.8
CMD-102934,2023-08-07,Gabon,Franceville,Revendeur,PME,Électroménager,Télévision Hisense 43,10,257014,10,2313126,1836964,476162,Virement bancaire,Fête de fin d'année,3.9
CMD-102935,2025-01-07,Congo,Nkayi,Instagram,PME,Alimentation,Lait en poudre,10,6679,15,56772,44995,11777,Mobile Money,Campagne Facebook Ads,4.1
CMD-102936,2023-07-07,Congo,Pointe-Noire,Site web,Particulier,Mode,Montre connectée,8,50893,5,386787,242986,143801,Virement bancaire,Aucune campagne,4.0
CMD-102937,2024-03-11,Tchad,Moundou,Boutique physique,PME,Électroménager,Ventilateur Binatone,8,25566,0,204528,127883,76645,Espèces,Fête de fin d'année,4.8
CMD-102938,2023-01-06,RCA,Bangui,Instagram,Grande entreprise,Informatique,Dell Latitude,15,424046,0,6360690,3962773,2397917,Carte bancaire,Promo WhatsApp,3.6
CMD-102939,2025-06-03,Gabon,Libreville,Site web,Particulier,Alimentation,Lait en poudre,6,6490,10,35046,20963,14083,Mobile Money,Campagne Facebook Ads,4.8
CMD-102940,2025-01-15,Guinée équatoriale,Malabo,Instagram,Particulier,Électroménager,Ventilateur Binatone,4,31947,5,121399,70630,50769,Mobile Money,Black Friday,3.8
CMD-102941,2026-03-25,Guinée équatoriale,Malabo,Site web,Particulier,Téléphones,Samsung Galaxy A15,9,104035,5,889500,647669,241831,Espèces,Black Friday,3.7
CMD-102942,2026-01-10,Cameroun,Garoua,Boutique physique,PME,Électroménager,Télévision Hisense 43,13,229330,0,2981290,1645269,1336021,Virement bancaire,Campagne Facebook Ads,4.6
CMD-102943,2024-07-04,Tchad,N'Djamena,WhatsApp Business,Grande entreprise,Mode,Chaussures Nike,12,62613,0,751356,454262,297094,Virement bancaire,Fête de fin d'année,3.1
CMD-102944,2025-06-27,RCA,Bangui,Instagram,Particulier,Électroménager,Télévision Hisense 43,7,249105,10,1569362,976270,593092,Virement bancaire,Campagne Facebook Ads,4.7
CMD-102945,2024-07-23,Congo,Nkayi,WhatsApp Business,PME,Téléphones,Samsung Galaxy A15,8,91968,5,698957,403168,295789,Mobile Money,Promo rentrée,4.6
CMD-102946,2024-08-04,Guinée équatoriale,Bata,Site web,PME,Alimentation,Riz 25kg,12,26806,5,305589,249909,55680,Mobile Money,Soldes Ramadan,3.4
CMD-102947,2025-09-05,RCA,Berbérati,Facebook,Particulier,Électroménager,Ventilateur Binatone,7,26505,0,185535,147457,38078,Espèces,Fête de fin d'année,4.4
CMD-102948,2025-10-19,Gabon,Franceville,Facebook,Particulier,Mode,Montre connectée,2,49482,0,98964,74745,24219,Virement bancaire,Aucune campagne,3.6
CMD-102949,2025-08-20,Gabon,Libreville,WhatsApp Business,Grande entreprise,Téléphones,iPhone 13,2,562353,10,1012236,694232,318004,Espèces,Soldes Ramadan,3.3
CMD-102950,2026-04-13,Tchad,N'Djamena,Site web,Particulier,Téléphones,Tecno Spark 20,3,80855,0,242565,171150,71415,Mobile Money,Fête de fin d'année,4.7
CMD-102951,2023-10-11,Tchad,N'Djamena,Boutique physique,PME,Téléphones,Redmi Note 13,12,154777,0,1857324,1453383,403941,Espèces,Aucune campagne,4.3
CMD-102952,2024-06-28,Gabon,Port-Gentil,Instagram,Grande entreprise,Mode,Montre connectée,15,52740,0,791100,512721,278379,Virement bancaire,Promo WhatsApp,3.2
CMD-102953,2023-07-22,Congo,Dolisie,Revendeur,PME,Informatique,Clé USB 64GB,9,9425,0,84825,59862,24963,Espèces,Promo WhatsApp,3.8
CMD-102954,2025-06-05,RCA,Berbérati,Facebook,PME,Mode,Montre connectée,13,52975,0,688675,530578,158097,Virement bancaire,Promo rentrée,3.8
CMD-102955,2023-10-14,Tchad,Moundou,Facebook,PME,Électroménager,Réfrigérateur LG,9,448477,0,4036293,3146146,890147,Espèces,Black Friday,4.2
CMD-102956,2025-12-19,Congo,Nkayi,Site web,Grande entreprise,Informatique,HP EliteBook,5,396456,10,1784052,1231424,552628,Virement bancaire,Black Friday,3.3
CMD-102957,2026-02-08,RDC,Goma,Boutique physique,PME,Informatique,Imprimante Canon,3,112998,5,322045,183820,138225,Carte bancaire,Aucune campagne,3.7
CMD-102958,2025-09-07,Guinée équatoriale,Bata,Instagram,PME,Électroménager,Ventilateur Binatone,13,29998,0,389974,220982,168992,Carte bancaire,Aucune campagne,3.3
CMD-102959,2024-01-24,Congo,Brazzaville,WhatsApp Business,Particulier,Électroménager,Réfrigérateur LG,5,403953,0,2019765,1159384,860381,Mobile Money,Promo rentrée,5.0
CMD-102960,2025-12-25,Congo,Pointe-Noire,Site web,PME,Alimentation,Boisson gazeuse,11,3168,0,34848,21533,13315,Espèces,Fête de fin d'année,3.6
CMD-102961,2024-01-30,Cameroun,Garoua,Instagram,PME,Informatique,Dell Latitude,10,419233,0,4192330,2390472,1801858,Espèces,Promo WhatsApp,3.8
CMD-102962,2024-02-14,RCA,Bangui,Instagram,Grande entreprise,Informatique,HP EliteBook,15,385041,10,5198054,4093559,1104495,Mobile Money,Soldes Ramadan,4.3
CMD-102963,2024-05-21,Cameroun,Garoua,WhatsApp Business,Grande entreprise,Informatique,Clé USB 64GB,7,10156,5,67538,54895,12643,Espèces,Soldes Ramadan,4.3
CMD-102964,2025-03-03,RCA,Berbérati,Revendeur,Particulier,Informatique,HP EliteBook,8,404066,0,3232528,2063308,1169220,Mobile Money,Campagne Facebook Ads,4.8
CMD-102965,2025-08-21,Guinée équatoriale,Bata,WhatsApp Business,Grande entreprise,Électroménager,Télévision Hisense 43,14,231412,10,2915792,1844996,1070796,Carte bancaire,Promo WhatsApp,3.8
CMD-102966,2026-04-23,Guinée équatoriale,Bata,Instagram,PME,Électroménager,Ventilateur Binatone,9,31220,0,280980,191352,89628,Mobile Money,Promo rentrée,3.9
CMD-102967,2024-10-02,Guinée équatoriale,Malabo,Revendeur,Grande entreprise,Électroménager,Ventilateur Binatone,14,25739,0,360346,264318,96028,Carte bancaire,Campagne Facebook Ads,4.7
CMD-102968,2025-01-18,Congo,Brazzaville,Site web,Particulier,Alimentation,Lait en poudre,3,6013,0,18039,10526,7513,Espèces,Fête de fin d'année,4.3
CMD-102969,2024-01-10,RCA,Berbérati,Boutique physique,PME,Électroménager,Télévision Hisense 43,14,263707,0,3691898,2446286,1245612,Espèces,Promo WhatsApp,3.3
CMD-102970,2024-01-22,RDC,Lubumbashi,Instagram,Particulier,Électroménager,Mixeur Moulinex,11,34587,10,342412,202717,139695,Espèces,Black Friday,4.5
CMD-102971,2025-12-15,RCA,Bangui,Boutique physique,Grande entreprise,Informatique,HP EliteBook,4,347097,5,1318969,837211,481758,Espèces,Black Friday,4.7
CMD-102972,2024-07-27,Congo,Brazzaville,Revendeur,Grande entreprise,Informatique,Imprimante Canon,4,130590,0,522360,294246,228114,Carte bancaire,Soldes Ramadan,3.7
CMD-102973,2025-08-11,Guinée équatoriale,Malabo,Facebook,PME,Électroménager,Réfrigérateur LG,14,439347,10,5535773,3953579,1582194,Mobile Money,Fête de fin d'année,3.0
CMD-102974,2026-02-15,Guinée équatoriale,Malabo,Revendeur,PME,Téléphones,Samsung Galaxy A15,15,100218,5,1428107,972167,455940,Carte bancaire,Black Friday,3.3
CMD-102975,2025-03-25,Guinée équatoriale,Bata,WhatsApp Business,PME,Mode,Sac à main,8,32289,0,258312,160013,98299,Espèces,Promo WhatsApp,3.1
CMD-102976,2023-07-19,Cameroun,Garoua,Instagram,PME,Informatique,Imprimante Canon,9,135802,0,1222218,826709,395509,Virement bancaire,Promo rentrée,3.4
CMD-102977,2024-06-29,Gabon,Franceville,Revendeur,Particulier,Électroménager,Mixeur Moulinex,13,38254,15,422707,331778,90929,Carte bancaire,Promo rentrée,3.4
CMD-102978,2026-03-12,Gabon,Libreville,WhatsApp Business,PME,Téléphones,Tecno Spark 20,15,81912,0,1228680,886957,341723,Espèces,Aucune campagne,3.1
CMD-102979,2023-09-27,Cameroun,Garoua,Site web,Particulier,Mode,Montre connectée,4,45782,10,164816,93758,71058,Carte bancaire,Promo WhatsApp,4.2
CMD-102980,2025-01-12,Congo,Pointe-Noire,Revendeur,Particulier,Électroménager,Ventilateur Binatone,6,29396,10,158739,117171,41568,Espèces,Campagne Facebook Ads,3.6
CMD-102981,2025-03-12,Cameroun,Douala,Revendeur,Grande entreprise,Téléphones,Redmi Note 13,11,132544,0,1457984,815116,642868,Espèces,Aucune campagne,4.7
CMD-102982,2024-03-17,Congo,Pointe-Noire,Facebook,PME,Téléphones,iPhone 13,14,500685,5,6659111,4114132,2544979,Carte bancaire,Campagne Facebook Ads,3.8
CMD-102983,2023-01-16,Cameroun,Bafoussam,Instagram,Grande entreprise,Alimentation,Riz 25kg,5,22484,15,95557,72168,23389,Carte bancaire,Black Friday,4.3
CMD-102984,2025-11-04,RDC,Matadi,Instagram,Grande entreprise,Alimentation,Huile 5L,6,8923,10,48185,27112,21073,Espèces,Soldes Ramadan,4.8
CMD-102985,2023-01-30,RDC,Kinshasa,Boutique physique,Particulier,Téléphones,Tecno Spark 20,4,87983,0,351932,214281,137651,Virement bancaire,Black Friday,3.1
CMD-102986,2024-08-03,RCA,Bangui,Site web,PME,Informatique,Clé USB 64GB,11,10254,5,107155,84531,22624,Mobile Money,Promo WhatsApp,3.8
CMD-102987,2024-03-27,Cameroun,Garoua,Facebook,PME,Mode,Chaussures Nike,4,53477,5,203213,146757,56456,Espèces,Soldes Ramadan,3.4
CMD-102988,2025-04-21,Guinée équatoriale,Bata,Facebook,Particulier,Alimentation,Boisson gazeuse,14,3824,0,53536,33733,19803,Virement bancaire,Fête de fin d'année,4.5
CMD-102989,2025-10-20,RDC,Lubumbashi,Revendeur,PME,Informatique,HP EliteBook,14,435986,0,6103804,3535450,2568354,Espèces,Soldes Ramadan,3.8
CMD-102990,2024-04-13,Guinée équatoriale,Bata,Instagram,Grande entreprise,Alimentation,Lait en poudre,6,7132,0,42792,24018,18774,Espèces,Black Friday,4.4
CMD-102991,2024-01-12,Cameroun,Bafoussam,WhatsApp Business,PME,Informatique,Imprimante Canon,11,112190,0,1234090,866661,367429,Mobile Money,Soldes Ramadan,4.9
CMD-102992,2024-02-10,Gabon,Port-Gentil,WhatsApp Business,Particulier,Informatique,Clé USB 64GB,15,9422,0,141330,109753,31577,Virement bancaire,Promo WhatsApp,3.9
CMD-102993,2023-04-28,RDC,Kinshasa,Instagram,Particulier,Informatique,HP EliteBook,5,355672,5,1689442,1069178,620264,Mobile Money,Black Friday,3.4
CMD-102994,2024-02-15,Guinée équatoriale,Bata,WhatsApp Business,PME,Électroménager,Mixeur Moulinex,10,36396,0,363960,201764,162196,Carte bancaire,Aucune campagne,3.7
CMD-102995,2024-09-17,Cameroun,Yaoundé,WhatsApp Business,Grande entreprise,Alimentation,Boisson gazeuse,1,3226,15,2743,2002,741,Espèces,Promo rentrée,4.1
CMD-102996,2024-03-11,RDC,Matadi,Revendeur,PME,Alimentation,Boisson gazeuse,4,3678,10,13241,8955,4286,Virement bancaire,Promo WhatsApp,4.3
CMD-102997,2025-03-14,RDC,Kinshasa,Facebook,Grande entreprise,Téléphones,Redmi Note 13,9,131454,0,1183086,778227,404859,Carte bancaire,Promo WhatsApp,3.8
CMD-102998,2024-12-30,RCA,Bangui,Boutique physique,Grande entreprise,Alimentation,Boisson gazeuse,4,3603,10,12971,7690,5281,Espèces,Fête de fin d'année,4.8
CMD-102999,2026-03-04,Tchad,N'Djamena,WhatsApp Business,Particulier,Informatique,Clé USB 64GB,3,9384,0,28152,18349,9803,Carte bancaire,Fête de fin d'année,4.5
CMD-103000,2025-04-25,RDC,Lubumbashi,Revendeur,Grande entreprise,Mode,Sac à main,11,36363,15,339995,262998,76997,Carte bancaire,Promo WhatsApp,4.8
CMD-103001,2024-05-29,Congo,Dolisie,Instagram,PME,Mode,Sac à main,4,35047,15,119160,73290,45870,Virement bancaire,Promo rentrée,4.8
CMD-103002,2023-04-09,Congo,Dolisie,Site web,PME,Téléphones,iPhone 13,10,562752,5,5346144,3065865,2280279,Carte bancaire,Aucune campagne,5.0
CMD-103003,2024-06-05,Guinée équatoriale,Bata,WhatsApp Business,Grande entreprise,Alimentation,Lait en poudre,10,7421,0,74210,60288,13922,Espèces,Promo rentrée,4.8
CMD-103004,2024-07-13,Tchad,Moundou,Site web,Grande entreprise,Alimentation,Boisson gazeuse,7,3850,0,26950,19677,7273,Carte bancaire,Soldes Ramadan,3.1
CMD-103005,2024-01-26,RCA,Bangui,Instagram,Grande entreprise,Téléphones,Tecno Spark 20,9,77087,5,659094,465591,193503,Mobile Money,Campagne Facebook Ads,3.5
CMD-103006,2026-02-02,Cameroun,Yaoundé,Boutique physique,Grande entreprise,Mode,Montre connectée,10,54833,0,548330,395094,153236,Carte bancaire,Black Friday,4.6
CMD-103007,2023-01-13,Guinée équatoriale,Malabo,WhatsApp Business,Grande entreprise,Téléphones,Redmi Note 13,4,129353,0,517412,309775,207637,Mobile Money,Fête de fin d'année,4.3
CMD-103008,2024-03-20,Cameroun,Yaoundé,Facebook,Particulier,Téléphones,Tecno Spark 20,4,93790,5,356402,257334,99068,Carte bancaire,Promo rentrée,4.4
CMD-103009,2025-09-18,Cameroun,Bafoussam,Boutique physique,Particulier,Téléphones,Tecno Spark 20,4,79096,10,284746,226967,57779,Espèces,Aucune campagne,3.4
CMD-103010,2023-01-29,Congo,Brazzaville,Boutique physique,Grande entreprise,Téléphones,Redmi Note 13,8,148246,5,1126670,894680,231990,Mobile Money,Soldes Ramadan,3.0
CMD-103011,2023-12-23,Tchad,Sarh,Facebook,Grande entreprise,Téléphones,Redmi Note 13,7,156408,0,1094856,844816,250040,Carte bancaire,Fête de fin d'année,4.9
CMD-103012,2024-09-15,Cameroun,Bafoussam,Boutique physique,Particulier,Téléphones,iPhone 13,15,477454,0,7161810,5328897,1832913,Virement bancaire,Soldes Ramadan,3.9
CMD-103013,2024-06-05,Congo,Nkayi,Site web,Particulier,Téléphones,Tecno Spark 20,8,79488,0,635904,505321,130583,Mobile Money,Campagne Facebook Ads,3.1
CMD-103014,2023-01-26,Guinée équatoriale,Malabo,Site web,Grande entreprise,Informatique,HP EliteBook,3,421550,0,1264650,734229,530421,Carte bancaire,Black Friday,3.1
